"Intake24 food code","English description","Local description","Source locale","FCT","FCT record ID","Sub group code","Energy (kcal) (kcal)","Energy (kJ) (kJ)","Water (g)","Total nitrogen (g)","Nitrogen conversion factor (g)","Protein (g)","Carbohydrate (g)","Englyst fibre (g)","Alcohol (g)","Starch (g)","Total sugars (g)","Non-milk extrinsic sugars (g)","Intrinsic and milk sugars (g)","Glucose (g)","Fructose (g)","Sucrose (g)","Maltose (g)","Lactose (g)","Other sugars (UK) (g)","Fat (g)","Satd FA (g)","Cis-Mon FA (g)","Cis-n3 FA (g)","Cis-n6 FA (g)","Trans FA (g)","Cholesterol (g)","Retinol (g)","Total carotene (g)","Alpha-carotene (g)","Beta-carotene (g)","Beta cryptoxanthin (g)","Vitamin A (g)","Vitamin D (g)","Thiamin (g)","Riboflavin (g)","Niacin (g)","Tryptophan/60 (g)","Niacin equivalent (g)","Vitamin C (g)","Vitamin E (g)","Vitamin B6 (g)","Vitamin B12 (g)","Folate (g)","Pantothenic acid (g)","Biotin (g)","Sodium (g)","Potassium (g)","Calcium (g)","Magnesium (g)","Phosphorus (g)","Iron (g)","Haem iron (g)","Non-haem iron (g)","Copper (g)","Zinc (g)","Chloride (g)","Iodine (g)","Manganese (g)","Selenium (g)","AOAC (g)","FS Table sugar (g)","FS Other Added Sugar (g)","FS Honey (g)","FS Fruit Juice (g)","FS Dried Fruit (g)","FS Fruit Puree (g)","FS Stewed Fruit (g)","FS Vegetable Puree (g)","Total FS (g)","Fruit (g)","Dried fruit (g)","Fruit juice (g)","Smoothie fruit (g)","Tomatoes (g)","Tomato puree (g)","Brassicaceae (g)","Yellow Red Green (g)","Beans (g)","Nuts (g)","Other Vegetables (g)","Beef (g)","Lamb (g)","Pork (g)","Processed Red Meat (g)","Other Red Meat (g)","Burgers (g)","Sausages (g)","Offal (g)","Poultry (g)","Processed Poultry (g)","Game Birds (g)","White Fish (g)","Oily Fish (g)","Canned Tuna (g)","Shellfish (g)","Cottage Cheese (g)","Cheddar Cheese (g)","Other Cheese (g)"
"19BACH","Banana chips","Banana chips","UK_V2_2022","UK_NDB_1","1979","40C","516.0","2156.0","3.1","0.2","6.25","1.0","59.9","1.7","0.0","37.8","22.1","16.3","5.8","0.1","0.3","21.7","0.0","0.0","0.0","31.9","25.1","1.9","0.0","0.5","0.0","0.0","0.0","186.0","0.0","186.0","0.0","31.0","0.0","0.04","0.07","0.7","0.3","1.0","0.0","1.1","0.3","0.0","15.0","0.4","3.0","5.0","470.0","13.0","66.0","61.0","0.8","0.0","0.8","0.1","0.4","316.0","32.0","0.6","2.0","2.3","13.4","0.0","0.0","0.0","8.7","0.0","0.0","0.0","13.4","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BACHBA","Battered chicken balls (with or without sauce)","Battered chicken balls (with or without sauce)","UK_V2_2022","UK_NDB_1","1115","26A","218.0","918.0","44.5","2.2","6.25","14.0","20.8","0.2","0.0","20.1","0.8","0.2","0.6","0.6","0.0","0.0","0.3","0.0","0.0","9.4","0.9","5.17","0.34","2.45","0.01","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09","0.12","7.4","3.7","11.1","0.0","2.7","0.4","1.7","8.0","1.1","1.0","520.0","350.0","28.0","27.0","218.0","0.7","0.3","0.4","0.07","0.6","680.0","3.0","0.2","8.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BACHBU","Bacon cheeseburger, including bun","Bacon cheeseburger, in a bun (homemade)","UK_V2_2022","UK_NDB_1","11599","23B","297.0","1242.0","41.7","3.2","6.08","20.1","17.7","0.9","0.0","16.2","1.4","0.0","1.4","0.4","0.1","0.0","0.9","0.0","0.0","16.7","7.93","6.15","0.16","0.99","0.48","54.0","48.0","18.0","0.0","18.0","0.0","51.0","0.84","0.18","0.18","3.5","3.8","7.3","0.0","0.3","0.2","1.6","18.0","0.7","2.0","632.0","252.0","166.0","23.0","206.0","1.6","0.4","1.2","0.16","3.6","980.0","11.0","0.19","8.0","1.2","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.1","0.0","39.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.1","0.0"
"19BACO","Banana, baked","Banana, baked","UK_V2_2022","UK_NDB_1","4369","40C","116.0","497.0","64.3","0.3","8.93","1.7","29.0","1.1","0.0","3.1","25.9","0.0","25.9","11.3","10.7","3.9","0.0","0.0","0.0","0.1","0.06","0.01","0.03","0.01","0.0","0.0","0.0","37.0","17.0","29.0","0.0","6.0","0.0","0.21","0.06","1.0","0.3","1.4","6.2","0.3","0.4","0.0","20.0","0.6","4.0","0.0","471.0","9.0","39.0","33.0","0.4","0.0","0.4","0.14","0.3","156.0","5.0","0.51","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BAEGPE","Barley, e.g pearl barley/wholegrain (uncooked)","Barley, e.g pearl barley/wholegrain (uncooked)","UK_V2_2022","UK_NDB_1","4","1R","301.0","1282.0","11.7","1.8","5.83","10.6","64.0","14.8","0.0","62.2","1.8","0.0","1.8","0.1","0.1","1.0","0.5","0.0","0.0","2.1","0.53","0.25","0.11","1.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.31","0.1","5.2","2.6","7.8","0.0","0.9","0.6","0.0","50.0","0.7","10.0","4.0","560.0","50.0","91.0","380.0","6.0","0.0","6.0","0.3","3.3","23.0","7.0","1.7","1.0","14.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BAGAJO","Bacon/gammon joint, boiled (including fat)","Bacon/gammon joint, boiled (including fat)","UK_V2_2022","UK_NDB_1","903","22B","204.0","851.0","61.2","3.7","6.25","23.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.3","4.12","5.34","0.25","1.67","0.03","83.0","0.0","0.0","0.0","0.0","0.0","0.0","0.75","0.58","0.16","5.4","3.9","9.3","0.0","0.1","0.4","0.4","1.0","1.4","2.0","1175.0","245.0","9.0","18.0","165.0","0.8","0.3","0.5","0.1","2.1","2635.0","9.0","0.01","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BAGRSM","Bacon, back/middle, smoked, grilled (including fat)","Bacon, back/middle, smoked, grilled (including fat)","UK_V2_2022","UK_NDB_1","8238","22B","291.0","1210.0","50.0","3.8","6.25","23.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.8","8.21","9.05","0.31","2.49","0.09","74.0","0.0","0.0","0.0","0.0","0.0","0.0","0.57","1.01","0.15","7.2","3.8","11.1","0.0","0.1","0.5","0.5","0.0","1.2","4.0","1520.0","350.0","7.0","21.0","180.0","0.6","0.2","0.4","0.05","1.8","2320.0","7.0","0.01","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BAJOUN","Bacon/gammon  joint uncooked","Bacon/gammon  joint uncooked","UK_V2_2022","UK_NDB_1","917","22B","215.0","891.0","63.9","2.6","6.25","16.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.5","6.17","6.85","0.24","2.0","0.08","53.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.63","0.11","5.6","2.6","8.2","1.0","0.0","0.5","0.3","3.0","1.0","2.0","1230.0","295.0","5.0","17.0","150.0","0.4","0.2","0.2","0.06","1.2","1890.0","5.0","0.01","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BANO00","Bacon, not smoked, uncooked (fat removed)","Bacon, not smoked, uncooked (fat removed)","UK_V2_2022","UK_NDB_1","917","22B","215.0","891.0","63.9","2.6","6.25","16.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.5","6.17","6.85","0.24","2.0","0.08","53.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.63","0.11","5.6","2.6","8.2","1.0","0.0","0.5","0.3","3.0","1.0","2.0","1230.0","295.0","5.0","17.0","150.0","0.4","0.2","0.2","0.06","1.2","1890.0","5.0","0.01","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BANO01","Bacon, unsmoked, uncooked (including fat)","Bacon, unsmoked, uncooked (including fat)","UK_V2_2022","UK_NDB_1","917","22B","215.0","891.0","63.9","2.6","6.25","16.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.5","6.17","6.85","0.24","2.0","0.08","53.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.63","0.11","5.6","2.6","8.2","1.0","0.0","0.5","0.3","3.0","1.0","2.0","1230.0","295.0","5.0","17.0","150.0","0.4","0.2","0.2","0.06","1.2","1890.0","5.0","0.01","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BANOSM","Bacon, unsmoked, fried (fat removed)","Bacon, unsmoked, fried (fat removed)","UK_V2_2022","UK_NDB_1","11495","22B","227.0","946.0","55.1","4.0","6.25","25.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","4.68","6.12","0.31","1.86","0.05","40.0","0.0","0.0","0.0","0.0","0.0","0.0","0.69","0.96","0.17","7.6","4.6","12.2","0.0","0.5","0.5","0.8","0.0","1.3","5.0","1491.0","353.0","8.0","23.0","206.0","0.7","0.3","0.4","0.07","2.2","1938.0","8.0","0.01","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","98.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BAPU","Banana puree","Banana puree","UK_V2_2022","UK_NDB_1","10687","40C","81.0","348.0","75.0","0.2","6.25","1.2","20.3","0.8","0.0","2.2","18.1","9.1","9.1","7.9","7.5","2.7","0.0","0.0","0.0","0.1","0.04","0.01","0.02","0.01","0.0","0.0","0.0","26.0","12.0","20.0","0.0","4.0","0.0","0.14","0.04","0.7","0.2","1.0","8.7","0.2","0.3","0.0","14.0","0.4","3.0","0.0","330.0","6.0","27.0","23.0","0.3","0.0","0.3","0.1","0.2","109.0","3.0","0.36","0.0","1.4","0.0","0.0","0.0","0.0","0.0","18.1","0.0","0.0","18.1","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BARICA","Baby rice cake, flavoured (e.g. apple and raspberry)","Baby rice cake, flavoured (e.g. apple and raspberry)","UK_V2_2022","UK_NDB_1","10184","52R","389.0","1659.0","1.5","1.1","6.25","6.8","94.1","0.5","0.0","84.2","10.0","2.0","8.0","0.9","1.8","1.4","0.0","0.0","5.8","1.0","0.3","0.38","0.0","0.32","0.0","0.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","0.74","0.04","6.8","2.0","8.8","0.8","0.1","0.3","0.0","17.0","0.8","4.0","0.0","263.0","27.0","116.0","326.0","1.5","0.0","1.5","0.25","2.1","0.0","2.0","3.43","15.0","0.7","0.0","0.0","0.0","8.4","0.0","1.0","0.0","0.2","9.6","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BASA00","Bacon sandwich with mayo white/malted bread","Bacon sandwich with mayo white/malted bread","UK_V2_2022","UK_NDB_1","11480","62R","288.0","1208.0","41.1","2.1","5.96","12.7","27.3","1.8","0.0","25.1","2.2","0.4","1.8","0.1","0.2","0.2","1.6","0.0","0.0","15.0","3.38","7.45","0.68","2.42","0.04","28.0","5.0","4.0","0.0","4.0","0.0","6.0","0.19","0.45","0.1","3.4","2.4","5.9","0.0","2.2","0.2","0.2","31.0","0.8","2.0","751.0","200.0","109.0","24.0","123.0","1.2","0.1","1.1","0.11","1.1","1183.0","8.0","0.36","7.0","2.1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BASA01","Bacon sandwich with mayo  wholemeal/oatmeal bread","Bacon sandwich with mayo  wholemeal/oatmeal bread","UK_V2_2022","UK_NDB_1","11551","62R","283.0","1184.0","42.0","2.1","6.03","12.7","24.9","2.6","0.0","22.9","2.1","0.4","1.7","0.6","0.2","0.4","0.8","0.0","0.0","15.4","3.5","7.55","0.69","2.55","0.06","28.0","5.0","4.0","0.0","4.0","0.0","6.0","0.19","0.47","0.1","4.0","2.4","6.5","0.0","2.3","0.2","0.2","37.0","0.7","5.0","751.0","232.0","53.0","41.0","163.0","1.6","0.1","1.6","0.13","1.4","1199.0","6.0","0.87","7.0","3.5","1.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BASAWI","Bacon sandwich with wholemeal/oatmeal bread","Bacon sandwich with wholemeal/oatmeal bread","UK_V2_2022","UK_NDB_1","11429","62R","256.0","1076.0","43.4","2.6","6.01","15.7","24.8","2.6","0.0","23.1","1.7","0.0","1.7","0.6","0.2","0.1","0.8","0.0","0.0","11.1","3.98","4.34","0.19","1.55","0.07","32.0","0.0","0.0","0.0","0.0","0.0","0.0","0.25","0.6","0.11","5.0","2.9","8.0","0.0","0.2","0.3","0.2","37.0","0.9","5.0","879.0","278.0","54.0","44.0","186.0","1.7","0.1","1.6","0.14","1.7","1371.0","4.0","0.89","8.0","3.6","1.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BASM00","Bacon, smoked, fried (including fat)","Bacon, smoked, fried (including fat)","UK_V2_2022","UK_NDB_1","8246","22B","324.0","1344.0","47.3","3.6","6.25","22.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.0","8.12","11.65","0.66","3.69","0.09","70.0","0.0","0.0","0.0","0.0","0.0","0.0","0.54","0.96","0.14","6.8","3.6","10.5","0.0","1.3","0.5","0.5","0.0","1.1","4.0","1438.0","331.0","7.0","20.0","170.0","0.6","0.2","0.4","0.05","1.7","2195.0","7.0","0.01","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","94.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BASMFR","Bacon, smoked, fried (fat removed)","Bacon, smoked, fried (fat removed)","UK_V2_2022","UK_NDB_1","11455","22B","198.0","829.0","58.8","4.3","6.25","27.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","3.1","4.42","0.26","1.47","0.03","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.71","1.05","0.17","6.8","5.0","11.7","0.0","0.5","0.3","1.1","1.0","1.3","5.0","1295.0","363.0","8.0","24.0","216.0","0.7","0.3","0.4","0.08","2.2","1732.0","8.0","0.01","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","98.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BASMGR","Bacon, back/middle, smoked, grilled (fat removed)","Bacon, back/middle, smoked, grilled (fat removed)","UK_V2_2022","UK_NDB_1","9410","22B","214.0","892.0","56.2","4.1","6.25","25.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.3","4.64","5.11","0.18","1.41","0.05","41.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.98","0.17","7.7","4.7","12.4","0.0","0.1","0.5","0.8","0.0","1.3","5.0","1520.0","360.0","8.0","23.0","210.0","0.7","0.3","0.4","0.07","2.2","1976.0","8.0","0.01","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BASMUN","Bacon, smoked, uncooked","Bacon, smoked, uncooked","UK_V2_2022","UK_NDB_1","917","22B","215.0","891.0","63.9","2.6","6.25","16.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.5","6.17","6.85","0.24","2.0","0.08","53.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.63","0.11","5.6","2.6","8.2","1.0","0.0","0.5","0.3","3.0","1.0","2.0","1230.0","295.0","5.0","17.0","150.0","0.4","0.2","0.2","0.06","1.2","1890.0","5.0","0.01","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BASTNO","Bacon streaky, unsmoked, uncooked","Bacon streaky, unsmoked, uncooked","UK_V2_2022","UK_NDB_1","917","22B","215.0","891.0","63.9","2.6","6.25","16.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.5","6.17","6.85","0.24","2.0","0.08","53.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.63","0.11","5.6","2.6","8.2","1.0","0.0","0.5","0.3","3.0","1.0","2.0","1230.0","295.0","5.0","17.0","150.0","0.4","0.2","0.2","0.06","1.2","1890.0","5.0","0.01","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BASTSM","Bacon streaky, smoked, uncooked","Bacon streaky, smoked, uncooked","UK_V2_2022","UK_NDB_1","917","22B","215.0","891.0","63.9","2.6","6.25","16.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.5","6.17","6.85","0.24","2.0","0.08","53.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.63","0.11","5.6","2.6","8.2","1.0","0.0","0.5","0.3","3.0","1.0","2.0","1230.0","295.0","5.0","17.0","150.0","0.4","0.2","0.2","0.06","1.2","1890.0","5.0","0.01","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BAWHBR","Bagel, wholemeal (brown)","Bagel, wholemeal (brown)","UK_V2_2022","UK_NDB_1","11038","3R","237.0","1005.0","32.1","1.8","6.25","11.4","45.4","5.6","0.0","40.0","5.4","4.7","0.7","0.7","0.8","0.1","2.4","0.0","1.4","2.3","0.4","0.5","0.05","0.83","0.06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.06","1.1","1.6","2.7","0.0","0.0","0.0","0.0","20.0","0.3","4.0","312.0","130.0","110.0","34.0","120.0","2.1","0.0","2.1","0.19","0.9","468.0","19.0","0.46","6.0","7.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BBSOFR","BBQ Southern fried chicken wrap","BBQ Southern fried chicken wrap","UK_V2_2022","UK_NDB_1","11481","62R","241.0","1015.0","48.9","1.2","5.98","7.2","34.9","1.6","0.0","30.6","4.4","1.4","2.9","0.5","0.6","2.0","1.2","0.0","0.0","9.0","1.62","4.42","0.44","1.4","0.04","3.0","6.0","160.0","31.0","143.0","1.0","33.0","0.0","0.16","0.12","2.3","1.6","4.0","3.8","1.7","0.2","0.1","31.0","0.4","1.0","326.0","170.0","87.0","17.0","146.0","1.1","0.1","1.0","0.07","0.5","630.0","3.0","0.31","3.0","2.6","1.2","1.0","0.0","0.0","0.0","0.0","0.0","0.1","2.3","0.0","0.0","0.0","0.0","0.0","1.46","7.95","3.97","0.0","0.0","6.79","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BE","Beetroot, cooked","Beetroot, cooked","UK_V2_2022","UK_NDB_1","1691","37M","46.0","195.0","82.4","0.4","6.25","2.3","9.5","1.9","0.0","0.7","8.8","0.0","8.8","0.2","0.1","8.5","0.0","0.0","0.0","0.1","0.02","0.03","0.0","0.05","0.0","0.0","0.0","27.0","27.0","14.0","0.0","5.0","0.0","0.01","0.01","0.1","0.3","0.4","5.0","0.0","0.0","0.0","110.0","0.1","0.0","110.0","510.0","29.0","16.0","87.0","0.8","0.0","0.8","0.03","0.5","76.0","2.0","0.9","0.0","2.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BEANVE","Beef and vegetable soup","Beef and vegetable soup","UK_V2_2022","UK_NDB_1","6790","50D","92.0","389.0","78.9","1.5","6.25","9.3","5.4","0.8","0.0","3.2","2.2","0.0","2.2","0.5","0.4","1.0","0.0","0.0","0.3","3.9","1.22","1.68","0.06","0.57","0.09","26.0","1.0","2080.0","554.0","1803.0","0.0","348.0","0.17","0.07","0.05","0.9","2.0","2.9","2.9","0.4","0.1","0.7","11.0","0.2","1.0","307.0","200.0","18.0","12.0","67.0","0.9","0.3","0.6","0.05","2.3","472.0","6.0","0.08","3.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.22","0.0","0.0","18.34","27.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BEBI","Beef biryani","Beef biryani","UK_V2_2022","UK_NDB_1","1329","23B","148.0","627.0","65.1","1.4","7.48","8.8","21.2","1.2","0.0","18.7","2.5","0.0","2.5","0.8","0.6","0.4","0.0","0.2","0.4","3.7","1.33","1.5","0.07","0.43","0.11","15.0","2.0","47.0","0.0","44.0","5.0","10.0","0.08","0.06","0.09","1.6","2.1","3.6","2.6","0.4","0.2","0.5","10.0","0.2","1.0","80.0","204.0","34.0","21.0","97.0","2.1","0.2","1.9","0.1","1.6","144.0","5.0","0.38","6.0","1.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.1","0.0","0.0","0.0","0.0","6.51","0.0","0.0","0.39","4.34","0.0","17.87","17.35","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19BEBO00","Beef bolognese sauce, made with bottled pasta sauce","Beef bolognese sauce, made with bottled pasta sauce","UK_V2_2022","UK_NDB_1","11560","23B","103.0","431.0","78.2","1.4","6.25","8.8","4.3","0.7","0.0","0.8","3.5","0.6","3.0","1.4","1.5","0.7","0.0","0.0","0.0","5.8","1.86","2.49","0.09","0.63","0.18","26.0","2.0","665.0","86.0","622.0","0.0","113.0","0.24","0.05","0.07","2.2","1.6","3.9","2.0","1.9","0.3","0.8","10.0","0.4","3.0","160.0","309.0","25.0","17.0","75.0","1.1","0.3","0.8","0.11","1.9","233.0","4.0","0.1","4.0","1.0","0.7","0.0","0.0","0.0","0.0","0.0","0.0","1.7","2.4","0.0","0.0","0.0","0.0","36.33","8.25","0.0","3.55","0.0","0.0","6.49","33.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
